year,state,district,rape,attempt_to_rape,gang_rape,murder_with_rape,kidnapping_and_abduction,dowry_deaths,dowry_prohibition_act,cruelty_by_husband_or_relatives_498A,acid_attack,attempt_to_acid_attack,assault_on_women_modesty_354,assault_intent_disrobe_354B,voyeurism_354C,stalking_354D,insult_to_modesty_509,trafficking,procuration_of_minor_girls,importation_of_girls,immoral_traffic_act,indecent_representation_of_women,women_killed_in_honour_killing,witch_hunting,cyber_crime_obscenity_against_women,cyber_stalking_bullying_against_women,child_marriage_prohibition_act,pocso_rape,pocso_assault,pocso_harassment,pocso_unnatural_offences,pocso_other,abduction_for_marriage,abduction_for_illicit_intercourse,attempt_to_kidnap,domestic_violence_act_cases,abetment_to_suicide_women,attempt_to_murder_women,insult_outraging_modesty_other,sexual_harassment_workplace,dowry_harassment,marital_rape_reports,total_cases
2011,Gujarat,Gujarat District 13,6,2,8,11,15,5,3,22,3,3,20,15,6,2,5,4,12,9,6,3,5,6,4,2,5,4,9,11,11,5,8,7,3,3,5,11,8,8,8,4,629
2011,Gujarat,Gujarat District 14,7,8,9,6,15,4,5,17,9,7,9,8,5,9,9,2,8,6,12,5,7,5,12,9,5,5,6,8,10,7,11,12,5,5,11,9,6,7,6,7,662
2011,Gujarat,Gujarat District 15,5,5,9,11,17,7,9,13,7,4,14,9,11,10,9,4,4,6,11,4,6,5,4,9,8,5,8,10,5,5,5,10,7,4,9,8,11,13,7,10,677
2011,Gujarat,Gujarat District 16,3,4,9,6,16,10,10,17,3,13,10,11,5,5,10,8,4,8,9,9,5,6,8,9,5,9,5,9,9,6,12,8,5,9,9,9,6,8,1,11,675
2011,Gujarat,Gujarat District 17,6,9,5,10,22,7,11,20,2,3,16,6,3,8,6,5,6,4,5,6,8,12,13,4,8,6,7,8,5,11,7,7,5,10,9,6,6,6,5,1,620
2011,Haryana,Haryana District 1,15,7,11,16,22,9,9,17,17,15,19,13,8,10,14,15,16,19,14,16,7,11,9,10,11,19,14,16,6,9,12,15,15,12,7,15,15,11,12,14,1120
2011,Haryana,Haryana District 2,11,12,11,14,18,11,11,19,17,13,35,14,12,13,14,7,12,13,19,15,12,10,5,14,12,11,13,11,16,9,8,11,7,14,13,12,13,14,12,15,1135
2011,Haryana,Haryana District 3,10,14,14,19,16,20,14,24,13,15,31,10,12,8,12,10,16,16,16,8,16,16,8,17,11,10,13,12,11,17,14,18,6,8,16,10,12,12,18,20,1165
2011,Haryana,Haryana District 4,18,17,12,15,24,8,13,14,9,6,21,17,8,10,18,10,12,19,4,6,14,13,11,12,10,12,12,11,12,10,13,14,10,13,7,8,18,14,10,6,1130
2011,Haryana,Haryana District 5,11,11,11,15,33,16,11,19,13,8,33,14,14,14,8,13,17,12,7,8,4,9,7,20,15,15,10,16,13,13,16,12,11,11,9,10,9,10,3,18,1126
2011,Haryana,Haryana District 6,7,14,9,9,20,15,12,13,15,10,20,14,16,13,9,9,11,14,11,10,16,10,9,17,13,10,10,12,11,9,9,15,15,9,17,10,13,8,8,17,1083
2011,Haryana,Haryana District 7,10,6,10,11,20,21,16,26,8,16,19,10,11,12,12,19,12,10,10,12,12,12,15,10,14,9,17,8,8,10,14,12,12,15,9,13,10,15,13,10,1079
2011,Haryana,Haryana District 8,9,16,17,10,31,10,16,33,16,17,18,12,11,10,16,13,9,14,12,11,19,11,9,12,9,18,17,19,14,6,10,9,18,14,15,10,9,20,15,14,1228
2011,Haryana,Haryana District 9,17,8,6,10,20,14,11,12,10,12,28,17,13,15,14,12,15,10,14,8,13,11,6,8,9,14,10,12,6,12,7,17,6,9,13,11,6,11,19,10,1087
2011,Haryana,Haryana District 10,13,13,10,15,24,15,15,23,21,18,20,14,11,3,12,8,13,15,13,7,10,9,13,13,7,10,15,16,9,10,10,10,14,9,8,9,10,11,9,10,1053
2011,Himachal Pradesh,Himachal District 1,8,7,5,5,18,10,6,16,9,6,17,6,7,10,6,7,3,7,5,9,8,8,6,5,5,8,4,7,5,5,15,21,6,10,7,4,5,12,8,6,681
2011,Himachal Pradesh,Himachal District 2,6,8,5,7,24,8,6,20,8,10,19,8,4,3,8,5,6,12,3,8,10,4,9,10,8,11,9,4,11,7,9,8,7,8,7,10,8,10,7,11,725
2011,Himachal Pradesh,Himachal District 3,4,12,7,5,15,6,4,14,5,4,20,8,5,8,8,2,5,7,8,4,6,3,5,7,4,10,5,16,6,6,3,11,9,10,7,2,9,8,6,4,647
2011,Himachal Pradesh,Himachal District 4,9,5,2,11,19,8,5,17,9,5,16,15,6,9,8,12,10,4,5,4,7,5,8,11,4,9,10,8,5,9,10,9,10,12,5,8,3,8,8,7,681
2011,Himachal Pradesh,Himachal District 5,8,8,4,9,22,7,7,8,7,3,12,7,11,7,9,9,1,4,6,9,7,1,9,11,5,10,9,7,10,6,6,10,6,3,6,5,7,5,9,4,668
2011,Himachal Pradesh,Himachal District 6,11,4,10,4,9,6,7,19,8,10,14,9,7,10,5,8,7,5,4,6,8,6,6,7,8,12,4,13,3,7,7,7,9,7,6,7,7,7,4,5,654
2011,Himachal Pradesh,Himachal District 7,6,4,13,8,18,6,9,14,7,8,17,6,4,4,14,12,6,6,8,6,7,8,13,4,9,7,8,6,5,9,8,10,10,9,11,8,5,3,5,4,646
2011,Himachal Pradesh,Himachal District 8,6,3,11,12,16,7,10,21,7,2,13,13,8,12,10,5,6,8,11,6,6,11,6,6,11,8,12,8,3,4,11,7,13,10,9,7,5,9,10,4,728
2011,Himachal Pradesh,Himachal District 9,2,13,7,2,21,2,9,14,4,7,17,1,5,9,11,9,7,9,6,10,8,8,6,9,7,7,5,11,4,8,6,2,13,8,10,7,9,1,9,6,661
2011,Himachal Pradesh,Himachal District 10,6,4,3,9,22,10,7,24,10,6,8,4,5,8,11,5,6,8,6,7,7,9,10,10,7,7,11,6,9,9,7,4,2,7,9,9,6,9,8,6,684
2011,Himachal Pradesh,Himachal District 11,7,6,3,8,13,10,3,24,9,6,13,8,7,11,9,6,5,3,11,6,6,10,11,6,5,8,7,7,7,5,9,7,5,9,7,9,10,4,10,5,673
2011,Himachal Pradesh,Himachal District 12,9,6,8,12,13,4,9,16,8,2,20,4,5,5,9,7,10,10,4,5,6,10,6,8,5,11,7,4,6,11,7,9,10,10,8,6,6,6,7,7,697
2011,Himachal Pradesh,Himachal District 13,6,10,12,7,13,10,11,14,6,7,19,3,7,7,5,8,5,6,7,8,7,8,6,8,8,6,3,9,11,12,6,7,12,10,7,12,7,11,4,7,716
2011,Himachal Pradesh,Himachal District 14,12,7,11,2,22,10,10,21,4,5,20,8,5,8,7,8,4,7,8,7,10,5,5,4,7,7,8,4,7,6,6,3,10,10,4,7,6,12,5,5,667
2011,Jammu and Kashmir,Jammu District 1,9,8,8,9,17,7,7,19,5,5,23,8,12,5,10,8,6,4,7,13,10,8,2,9,4,8,5,8,10,7,9,6,8,10,10,5,5,5,8,7,692
2011,Jammu and Kashmir,Jammu District 2,8,5,4,6,18,7,8,27,5,4,15,9,5,7,8,6,6,4,8,4,4,9,5,4,9,8,10,6,3,8,4,5,6,9,5,4,3,7,8,5,656
2011,Jammu and Kashmir,Jammu District 3,3,10,5,7,21,5,3,11,10,5,19,8,5,11,4,13,9,6,4,10,7,7,8,9,10,5,8,8,11,11,7,8,9,10,5,6,2,6,9,7,682
2011,Jammu and Kashmir,Jammu District 4,10,6,7,11,20,6,10,23,7,3,19,10,7,7,8,6,9,6,15,5,9,7,9,9,10,3,3,4,6,7,9,7,7,8,12,8,9,10,8,5,734
2011,Jammu and Kashmir,Jammu District 5,7,4,6,9,16,9,6,13,2,8,16,9,8,11,9,8,5,11,10,4,4,10,8,9,10,7,11,8,8,6,4,6,3,9,12,5,6,11,11,9,698
2011,Jammu and Kashmir,Jammu District 6,8,8,3,6,22,6,6,17,2,10,11,5,5,7,10,4,5,7,2,6,7,9,7,5,4,3,10,5,13,9,4,7,8,4,12,7,9,10,6,7,638
2011,Jammu and Kashmir,Jammu District 7,3,11,4,3,19,6,8,20,8,9,13,7,7,7,6,5,10,6,11,4,8,8,4,3,11,5,5,10,10,4,5,2,12,6,2,6,7,3,4,7,646
2011,Jammu and Kashmir,Jammu District 8,3,6,9,6,14,6,9,29,9,5,17,8,2,14,6,5,6,2,6,11,6,6,8,5,8,12,7,11,3,6,4,7,5,10,2,4,9,12,6,3,662
2011,Jammu and Kashmir,Jammu District 9,9,7,6,8,19,3,8,17,16,7,18,9,10,9,2,5,7,7,7,5,9,8,4,9,8,8,7,8,8,7,7,12,4,2,6,9,4,8,9,9,704
2011,Jammu and Kashmir,Jammu District 10,9,8,5,3,16,10,6,12,10,11,15,4,6,6,3,8,10,11,4,7,10,8,5,3,3,7,13,10,7,5,6,7,4,6,6,5,5,12,9,5,643
2011,Jammu and Kashmir,Jammu District 11,12,5,8,6,10,9,7,17,8,7,23,5,6,4,5,3,6,10,4,11,5,9,7,8,8,8,15,7,11,9,8,6,7,8,11,10,7,7,12,10,676
2011,Jammu and Kashmir,Jammu District 12,11,10,7,6,17,4,8,17,9,8,26,8,8,6,6,12,8,9,7,9,7,7,7,9,4,7,9,11,9,7,7,2,5,5,2,3,7,10,7,7,697
2011,Jammu and Kashmir,Jammu District 13,5,6,9,7,15,5,14,18,4,5,19,7,5,8,4,8,5,9,9,4,9,9,8,9,10,2,13,3,6,9,6,7,2,13,9,4,6,9,5,6,697
2011,Jammu and Kashmir,Jammu District 14,7,6,11,5,22,4,8,19,9,4,16,5,7,7,10,8,4,8,5,7,6,13,10,10,5,7,6,3,9,3,4,9,8,6,6,3,10,7,6,10,682
2011,Jammu and Kashmir,Jammu District 15,8,8,8,10,18,5,9,19,8,5,19,4,3,6,7,5,7,5,7,7,11,4,5,5,8,4,13,10,5,3,8,10,6,5,6,5,7,5,6,3,640
2011,Jammu and Kashmir,Jammu District 16,5,5,6,8,17,12,8,19,6,13,19,6,9,6,8,12,9,6,8,8,5,3,8,5,6,7,9,9,8,6,11,11,4,6,9,11,14,8,3,9,719
2011,Jammu and Kashmir,Jammu District 17,13,7,7,7,10,9,4,16,8,6,15,2,8,7,8,8,6,8,5,6,8,11,13,10,12,8,9,3,8,11,5,6,8,8,6,6,7,4,6,10,665
2011,Jammu and Kashmir,Jammu District 18,3,9,12,7,8,5,6,18,4,8,14,6,9,5,11,10,5,6,14,7,10,5,17,12,9,9,3,8,7,8,8,8,14,11,8,7,9,5,4,9,665
2011,Jharkhand,Jharkhand District 1,26,27,23,23,30,24,20,34,30,21,31,29,16,31,15,23,21,24,25,18,25,23,16,30,24,23,24,20,15,19,32,18,26,15,24,19,18,22,24,14,2055
2011,Jharkhand,Jharkhand District 2,22,20,23,23,29,25,22,45,15,18,29,12,22,23,19,22,23,26,18,22,24,31,20,24,23,22,19,13,17,24,13,19,24,20,18,20,23,20,23,23,1965
2011,Jharkhand,Jharkhand District 3,30,24,19,20,23,23,21,39,28,19,35,20,14,16,33,19,17,17,25,32,30,33,31,27,19,26,17,26,23,29,28,26,28,20,22,22,17,28,26,26,2066
2011,Jharkhand,Jharkhand District 4,23,21,26,20,33,27,33,42,17,18,24,24,19,26,27,26,24,27,30,26,23,25,18,11,15,27,20,25,23,25,22,22,20,22,24,22,20,25,19,25,2041
2011,Jharkhand,Jharkhand District 5,22,17,19,14,31,24,33,31,25,15,37,22,11,17,24,27,27,16,17,18,19,19,28,22,27,29,25,25,16,26,23,27,22,24,24,14,22,21,19,25,1966
2011,Jharkhand,Jharkhand District 6,25,29,23,26,24,21,26,33,24,23,31,22,23,18,25,25,23,17,17,21,25,24,12,24,30,17,24,15,18,27,18,23,19,19,23,19,23,26,18,24,1977
2011,Jharkhand,Jharkhand District 7,26,24,21,24,24,27,18,27,36,24,34,22,17,21,26,25,18,26,28,19,22,23,23,19,29,23,15,22,21,20,27,18,19,22,23,21,31,26,27,25,1999
2011,Jharkhand,Jharkhand District 8,31,20,31,30,34,29,22,35,17,24,24,24,22,23,14,17,26,22,28,28,26,26,27,17,24,23,17,22,26,19,25,21,21,14,20,17,22,19,26,20,2041
2011,Jharkhand,Jharkhand District 9,18,24,19,32,49,28,14,45,29,28,20,18,23,25,18,14,17,20,22,24,31,27,19,26,28,19,17,23,30,19,33,23,22,18,18,18,28,24,21,19,2020
2011,Jharkhand,Jharkhand District 10,18,29,14,14,30,29,15,29,17,21,39,26,22,20,24,27,23,24,21,22,21,22,16,24,25,22,26,23,14,20,23,30,26,29,21,15,16,29,22,25,2019
2011,Jharkhand,Jharkhand District 11,21,27,18,20,32,23,12,41,17,28,39,17,18,20,20,24,20,20,16,14,25,10,20,21,19,24,19,22,24,21,28,24,24,20,20,23,16,20,22,17,2007
2011,Jharkhand,Jharkhand District 12,26,22,17,30,30,19,23,35,25,25,32,18,20,18,26,18,24,18,24,16,22,14,23,21,26,20,26,24,29,24,28,25,26,22,21,23,29,25,15,19,2029
2011,Jharkhand,Jharkhand District 13,30,22,22,20,25,17,21,32,26,31,27,22,24,30,19,27,17,32,21,29,24,16,27,16,20,24,15,17,19,22,22,20,18,21,15,27,17,29,22,22,2061
2011,Jharkhand,Jharkhand District 14,25,24,25,17,31,27,23,40,26,21,39,28,25,13,21,21,20,31,18,27,21,25,23,18,20,24,21,26,26,28,33,23,28,36,27,31,26,26,20,28,2083
2011,Jharkhand,Jharkhand District 15,26,24,19,19,38,24,23,41,27,19,39,15,19,18,17,27,20,29,18,21,30,24,20,17,21,20,25,22,20,18,28,24,17,27,23,18,21,23,20,23,2009
2011,Jharkhand,Jharkhand District 16,22,23,25,23,45,29,30,41,19,22,23,30,21,19,13,17,27,28,19,28,13,26,26,23,18,16,24,15,26,25,10,17,22,26,25,25,12,27,26,23,2025
2011,Jharkhand,Jharkhand District 17,33,20,18,19,36,29,20,33,22,24,33,21,20,32,23,28,20,17,29,26,13,24,22,31,15,28,21,18,26,19,19,20,20,11,19,23,17,19,22,23,2003
2011,Jharkhand,Jharkhand District 18,18,26,19,15,36,20,16,31,32,29,39,23,21,31,27,20,27,18,26,31,27,21,19,21,22,21,26,29,28,27,21,25,25,23,22,24,24,23,28,22,2087
2011,Karnataka,Karnataka District 1,13,11,9,14,17,14,13,19,10,11,28,15,12,15,10,17,11,13,20,18,15,5,11,15,11,10,17,6,13,8,16,11,12,10,9,14,12,16,17,8,1115
2011,Karnataka,Karnataka District 2,11,12,11,9,26,13,12,21,11,11,20,13,13,11,10,9,6,19,13,13,17,18,3,16,10,10,9,10,6,13,8,4,15,14,11,13,19,5,15,21,1092
2011,Karnataka,Karnataka District 3,13,13,14,10,26,13,12,23,18,5,14,11,12,16,17,16,11,12,15,8,14,7,12,18,18,12,12,10,11,13,8,12,14,10,17,12,14,13,6,11,1129
2011,Karnataka,Karnataka District 4,10,8,7,14,19,14,18,27,11,8,22,9,10,15,7,10,20,12,15,14,6,13,16,16,11,14,9,7,14,7,12,18,9,8,11,7,19,11,9,13,1101
2011,Karnataka,Karnataka District 5,10,22,10,11,25,8,11,27,8,11,21,19,17,8,9,7,11,13,4,9,14,15,17,12,11,19,11,11,12,19,12,16,7,12,11,11,15,19,8,14,1102
2011,Karnataka,Karnataka District 6,10,8,16,8,19,7,11,24,11,8,12,15,19,13,11,14,16,14,6,13,14,13,7,12,7,12,6,9,12,7,15,10,18,8,13,12,10,11,13,11,1095
2011,Karnataka,Karnataka District 7,11,10,16,7,25,20,10,14,12,15,21,12,13,11,11,15,8,11,11,14,9,11,14,11,12,14,18,11,11,14,12,14,10,12,12,13,17,11,13,12,1099
2011,Karnataka,Karnataka District 8,12,17,12,15,19,15,12,25,11,4,33,15,12,12,18,17,19,16,4,15,12,13,12,16,7,11,16,12,10,9,15,18,15,20,3,13,14,16,18,15,1186
2011,Karnataka,Karnataka District 9,14,9,11,14,22,18,15,31,11,13,17,12,14,13,11,6,6,17,16,9,11,15,6,9,14,18,8,18,8,19,14,15,6,11,10,14,8,7,18,13,1125
2011,Karnataka,Karnataka District 10,11,8,9,13,19,10,12,27,11,19,28,10,14,10,16,12,6,14,14,12,10,13,20,19,12,12,14,18,7,6,17,19,14,11,12,10,17,16,10,10,1185
2011,Karnataka,Karnataka District 11,11,16,13,16,25,11,13,25,14,9,31,14,9,6,12,11,16,10,8,14,13,12,9,11,14,16,12,10,9,12,13,10,17,12,16,12,12,14,20,14,1144
2011,Karnataka,Karnataka District 12,16,11,10,13,26,10,12,23,21,5,19,12,11,11,18,12,8,15,13,16,7,8,16,7,9,9,14,12,13,10,11,15,13,19,16,19,9,13,10,14,1145
2011,Karnataka,Karnataka District 13,14,11,12,14,27,11,12,19,11,7,24,16,7,12,13,16,11,19,17,12,24,17,7,13,12,11,11,14,13,13,9,9,10,12,6,7,11,13,15,10,1091
2011,Karnataka,Karnataka District 14,11,8,11,9,21,12,12,25,4,18,26,16,12,5,5,11,15,14,9,14,9,16,12,10,13,15,20,12,11,12,16,10,10,12,11,8,10,14,12,19,1123
2011,Karnataka,Karnataka District 15,7,6,8,3,19,10,17,25,5,17,18,8,7,22,19,17,11,12,10,16,19,9,10,6,11,10,20,11,14,14,12,15,13,12,7,9,20,9,14,11,1124
2011,Kerala,Kerala District 1,23,34,32,29,43,41,22,47,28,21,28,27,25,26,27,26,21,32,29,25,28,35,24,31,18,23,23,27,30,26,26,20,38,29,25,35,24,27,30,26,2424
2011,Kerala,Kerala District 2,26,31,28,45,39,28,37,44,26,34,39,24,20,15,32,25,25,25,33,26,24,27,20,31,28,33,26,22,29,26,29,26,27,37,22,29,21,33,25,29,2464
2011,Kerala,Kerala District 3,27,30,24,33,31,35,22,44,29,25,47,24,27,30,32,32,20,27,27,27,25,28,22,35,27,23,37,26,26,35,20,34,31,29,25,30,29,29,30,25,2526
2011,Kerala,Kerala District 4,22,20,33,26,32,25,27,41,26,30,43,35,32,20,31,36,21,21,26,21,22,32,23,25,27,33,27,22,30,30,26,30,24,28,40,26,32,26,18,32,2471
2011,Kerala,Kerala District 5,23,28,28,35,31,31,24,47,30,29,41,22,33,39,26,26,31,34,22,33,20,39,36,31,34,30,32,29,26,27,24,26,21,29,39,25,31,27,29,29,2511
2011,Kerala,Kerala District 6,30,28,23,35,41,28,22,55,28,23,35,35,30,24,26,28,28,33,24,20,30,25,20,28,20,18,27,24,39,28,32,25,14,24,27,29,32,25,27,33,2455
2011,Kerala,Kerala District 7,19,32,23,25,43,35,26,31,21,41,40,14,25,25,25,33,33,26,29,28,28,25,32,23,30,21,21,27,29,25,25,30,26,25,32,25,26,17,22,24,2484
2011,Kerala,Kerala District 8,21,25,26,29,43,28,28,38,31,22,39,28,20,25,25,32,32,37,21,34,31,31,41,35,28,27,33,26,26,22,25,14,26,26,23,27,24,29,23,18,2509
2011,Kerala,Kerala District 9,24,29,32,31,38,26,30,49,34,19,43,26,28,30,28,20,14,23,30,27,25,29,28,27,34,27,26,27,30,21,27,27,28,26,32,27,22,26,37,27,2451
2011,Kerala,Kerala District 10,30,29,25,27,45,32,24,39,31,27,40,30,42,32,30,21,26,22,16,18,33,23,33,33,25,28,29,26,24,32,25,36,30,33,24,26,33,30,27,32,2460
2011,Kerala,Kerala District 11,35,19,24,24,27,26,31,30,29,18,39,32,33,23,21,31,21,26,21,23,24,26,27,18,34,26,22,26,29,24,23,23,26,29,33,24,27,30,36,20,2468
2011,Kerala,Kerala District 12,28,23,23,23,41,32,29,36,36,28,40,29,21,34,32,28,23,21,20,22,22,24,32,26,33,27,23,32,14,37,26,36,23,25,29,28,31,32,14,29,2473
2011,Madhya Pradesh,Madhya District 1,23,23,24,16,36,26,18,37,24,21,23,19,20,18,16,20,18,21,27,24,19,29,18,29,18,22,30,21,18,22,17,25,21,20,23,24,24,20,24,25,2017
2011,Madhya Pradesh,Madhya District 2,15,19,23,16,31,24,22,37,19,24,34,16,24,18,21,23,20,25,21,17,25,21,20,24,31,14,14,22,33,21,19,21,24,21,23,20,33,27,24,26,1987
2011,Madhya Pradesh,Madhya District 3,28,20,19,19,32,24,24,33,23,18,27,21,16,23,20,18,27,27,15,29,24,25,29,20,26,21,31,18,33,23,27,13,16,25,27,17,21,15,30,18,2073
2011,Madhya Pradesh,Madhya District 4,23,25,26,24,21,20,20,27,19,18,28,26,26,29,17,21,23,22,23,13,19,21,25,22,28,19,19,21,17,19,19,14,19,28,19,26,22,18,30,23,1971
2011,Madhya Pradesh,Madhya District 5,18,26,21,23,35,21,16,37,20,22,39,27,21,28,18,18,25,23,18,21,22,24,22,18,24,16,21,22,21,23,27,18,30,25,29,19,23,18,20,33,2043
2011,Madhya Pradesh,Madhya District 6,18,22,19,19,29,23,19,33,22,24,27,19,14,23,20,29,22,27,25,29,19,34,25,14,20,20,22,31,18,21,23,22,26,21,21,26,19,26,26,19,2027
2011,Madhya Pradesh,Madhya District 7,24,21,16,25,29,21,25,34,22,14,34,30,21,19,22,32,22,20,20,25,15,22,21,26,18,26,29,20,24,21,26,24,19,18,14,27,21,32,21,24,2066
2011,Madhya Pradesh,Madhya District 8,16,16,23,23,32,19,18,33,24,25,21,24,19,19,14,24,12,21,26,19,24,18,23,24,18,21,28,19,21,22,26,22,12,23,25,18,24,24,19,25,2022
2011,Madhya Pradesh,Madhya District 9,18,18,15,23,43,26,19,28,26,14,41,15,25,15,22,20,26,21,30,16,18,19,29,29,19,23,19,30,10,22,22,13,21,26,31,25,23,23,21,17,1975
2011,Madhya Pradesh,Madhya District 10,21,22,23,17,33,23,27,37,12,23,32,22,16,16,14,19,20,16,24,21,25,21,17,18,30,19,23,19,19,17,15,22,29,22,22,29,22,15,22,21,1965
2011,Madhya Pradesh,Madhya District 11,24,20,28,20,41,25,23,34,20,30,31,26,29,18,21,21,21,28,34,17,18,18,13,23,17,15,31,20,21,27,23,23,20,23,22,21,21,18,19,23,2018
2011,Maharashtra,Maharashtra District 1,13,18,13,14,32,23,14,25,18,19,21,13,21,13,19,19,19,18,20,15,18,15,16,16,15,20,14,15,15,22,18,17,11,13,16,18,20,13,23,15,1580
2011,Maharashtra,Maharashtra District 2,17,20,19,16,30,12,15,31,12,13,23,14,15,20,10,23,14,19,17,20,15,11,19,25,16,13,20,17,12,16,12,12,19,13,21,24,24,14,13,18,1552
2011,Maharashtra,Maharashtra District 3,20,23,13,16,16,15,19,30,21,18,31,16,15,12,23,18,14,24,19,16,24,17,19,22,14,19,13,15,20,13,17,21,13,17,20,17,16,13,18,19,1617
2011,Maharashtra,Maharashtra District 4,11,16,13,14,18,19,18,24,20,13,26,23,14,23,12,18,10,25,17,18,21,17,19,17,17,15,19,17,22,14,11,19,22,20,20,23,18,15,14,18,1591
2011,Maharashtra,Maharashtra District 5,11,16,14,16,28,24,18,36,10,17,19,15,14,14,15,17,12,17,15,20,20,19,16,22,11,16,28,13,9,8,13,17,12,23,16,15,16,19,26,16,1549
2011,Maharashtra,Maharashtra District 6,21,20,17,19,24,20,21,27,17,25,31,18,17,23,14,14,17,22,18,15,13,12,22,15,10,30,26,17,13,19,21,16,21,18,24,12,21,25,18,18,1666
2011,Maharashtra,Maharashtra District 7,13,16,20,9,41,21,17,38,22,18,24,8,21,14,21,20,17,25,21,17,27,16,19,17,11,12,19,13,20,14,18,18,19,19,17,18,16,23,19,19,1654
2011,Maharashtra,Maharashtra District 8,21,10,16,20,30,16,16,27,17,18,27,14,14,20,18,19,18,20,19,13,19,18,17,16,20,19,15,17,20,25,17,19,23,16,20,20,18,20,24,23,1595
2011,Maharashtra,Maharashtra District 9,18,19,16,17,22,6,14,33,12,15,21,16,13,19,20,21,22,15,10,14,11,18,16,20,14,22,15,19,16,14,22,19,21,23,17,17,17,18,13,18,1534
2011,Maharashtra,Maharashtra District 10,18,14,15,12,36,16,12,31,10,12,29,19,19,14,16,12,17,6,19,20,10,21,19,17,14,7,14,22,14,16,13,12,10,13,19,16,20,16,13,17,1565
2011,Maharashtra,Maharashtra District 11,23,13,17,14,23,25,24,21,23,14,24,13,20,20,18,10,19,16,19,18,22,21,22,19,17,14,9,10,25,19,15,14,20,26,16,17,14,23,24,16,1573
2011,Maharashtra,Maharashtra District 12,13,11,21,16,28,23,15,29,22,20,21,17,15,17,26,18,14,25,15,23,13,18,10,12,15,13,21,17,20,15,17,19,19,18,16,18,17,14,16,13,1545
2011,Maharashtra,Maharashtra District 13,23,8,27,13,22,22,18,32,25,22,20,21,22,22,15,21,16,13,17,20,23,20,12,11,13,19,20,19,19,11,16,18,17,16,14,15,24,18,18,16,1622
2011,Maharashtra,Maharashtra District 14,16,16,16,10,28,12,17,23,11,13,31,19,25,11,18,20,20,20,24,23,20,17,26,15,25,8,16,15,17,13,20,18,20,18,15,16,26,16,17,18,1637
2011,Maharashtra,Maharashtra District 15,15,16,18,19,28,19,20,24,17,12,36,20,15,19,23,14,13,22,18,20,20,14,20,19,17,14,20,21,20,20,15,14,19,11,14,19,24,18,20,11,1608
2011,Manipur,Manipur District 1,5,13,5,5,23,11,11,12,3,6,17,8,2,9,5,5,6,3,3,6,3,4,6,5,8,4,5,5,10,4,7,3,9,7,6,8,5,3,4,5,621
2011,Manipur,Manipur District 2,9,7,5,6,15,4,7,23,7,8,20,10,6,6,10,9,8,7,13,6,10,7,4,6,5,5,4,8,5,11,8,8,6,4,8,9,5,7,9,6,674
2011,Manipur,Manipur District 3,10,10,9,10,19,3,6,9,5,5,23,2,7,6,11,5,7,9,8,7,8,8,8,10,6,7,4,4,6,7,6,9,9,11,10,4,5,16,5,3,677
2011,Manipur,Manipur District 4,4,6,9,6,21,6,11,16,7,10,20,7,5,12,5,8,3,3,6,11,8,2,8,9,4,11,5,11,6,6,10,6,5,4,7,6,8,5,11,7,686
2011,Manipur,Manipur District 5,11,6,3,6,23,6,6,16,12,9,13,7,6,8,5,5,5,4,8,10,7,11,4,7,7,9,3,11,3,4,9,5,6,9,7,8,10,5,12,11,691
2011,Manipur,Manipur District 6,7,7,6,14,18,10,8,13,6,10,19,13,9,8,8,6,4,11,5,10,7,8,3,12,10,6,6,17,6,8,4,4,7,9,10,6,6,9,6,4,702
2011,Manipur,Manipur District 7,11,11,10,10,23,5,7,19,9,13,13,8,7,9,10,8,8,11,4,10,4,10,8,8,6,10,7,5,10,11,11,6,4,3,5,5,4,11,10,7,728
2011,Manipur,Manipur District 8,7,6,10,7,17,8,5,19,3,8,14,3,9,7,4,5,7,4,6,2,7,6,10,12,9,10,5,14,8,11,7,8,1,6,11,9,7,11,10,4,657
2011,Manipur,Manipur District 9,8,9,6,3,13,8,9,15,7,7,17,5,6,10,2,6,7,3,3,9,12,10,11,7,9,7,7,8,9,4,13,7,7,4,9,4,4,5,6,5,650
2011,Manipur,Manipur District 10,5,7,4,6,14,6,10,17,16,4,19,9,8,6,3,10,7,4,8,6,11,9,7,7,6,7,11,5,10,4,8,10,6,7,6,5,9,14,4,11,670
2011,Manipur,Manipur District 11,5,5,7,5,12,10,10,22,6,8,12,3,12,7,9,7,6,4,11,5,7,8,8,7,6,13,10,8,6,9,7,8,5,5,7,7,6,5,7,9,675
2011,Manipur,Manipur District 12,9,5,7,9,13,5,5,20,8,3,13,8,4,9,8,9,5,6,1,7,8,8,12,7,5,8,7,7,13,4,7,8,5,3,4,9,4,13,11,6,657
2011,Manipur,Manipur District 13,5,10,4,6,28,5,7,12,8,5,13,7,6,7,9,5,11,9,9,6,9,5,6,7,8,7,10,10,6,10,4,7,7,7,6,8,9,5,5,7,660
2011,Manipur,Manipur District 14,4,7,7,14,12,5,8,16,9,4,22,5,10,13,6,9,9,7,12,4,6,4,4,11,4,3,11,8,13,4,6,9,13,6,8,8,9,11,8,8,705
2011,Manipur,Manipur District 15,11,5,10,2,15,8,4,22,10,10,20,10,9,8,9,8,11,8,8,7,6,6,5,5,9,10,7,6,8,5,9,6,11,9,8,3,7,3,7,13,710
